userid,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14
1331,0,1,1,0,0,0,2,0,0,2,1,2,NA,NA
1332,3,2,2,1,0,1,2,1,0,1,0,1,0,NA
1333,0,1,1,0,0,0,2,0,1,1,0,0,1,0
1334,0,0,0,1,1,1,1,1,2,3,2,0,3,0
1335,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1336,0,0,1,1,1,3,2,1,0,0,1,1,1,0
1337,2,0,0,2,0,1,3,0,0,0,2,0,0,0
1338,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1339,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1341,1,1,0,1,1,2,1,1,0,3,1,0,0,1
1342,0,1,1,1,0,0,2,2,1,2,2,1,0,0
1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,2,0,0,2,1,1,0,0,1,0,NA,NA,NA,NA
1345,0,0,0,1,0,1,0,1,1,1,1,0,0,0
1346,0,1,1,0,2,1,0,1,0,2,3,0,0,0
1347,1,1,1,2,0,2,0,0,0,0,0,0,0,NA
1348,0,2,2,1,0,0,0,0,0,0,NA,NA,NA,NA
1349,0,1,3,1,1,2,0,0,0,0,0,0,NA,NA
1350,0,1,2,0,0,0,2,1,2,0,1,1,0,0
1351,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,2,1,0,0,0,0,1,1,0,0,1,1,2,2
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,0,2,0,0,2,1,0,0,0,0,NA,NA,NA,NA
1355,1,0,0,1,0,0,2,0,1,0,2,1,2,1
1356,1,1,0,3,0,2,2,1,3,2,2,0,3,2
1357,0,0,0,0,1,0,0,0,1,0,0,2,0,NA
1358,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1359,0,1,0,2,2,0,0,0,1,0,0,1,0,4
1360,2,1,0,0,0,2,0,1,1,0,0,0,0,NA
1361,2,2,1,2,1,0,0,0,3,1,2,0,0,0
1362,1,0,0,0,2,0,1,0,3,2,4,0,1,1
1363,1,1,0,0,1,1,2,1,2,2,2,2,0,0
1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1,1,1,1,3,0,2,1,0,1,NA,NA,NA,NA
1366,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA
1367,1,2,3,1,0,0,0,1,0,1,0,2,1,4
1368,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1369,0,0,0,0,3,0,0,3,0,1,0,0,0,0
1370,0,1,1,1,4,0,1,0,0,0,0,0,NA,NA
1371,1,2,2,2,0,3,0,2,1,4,0,3,2,1
1372,0,1,0,1,2,4,1,1,0,1,NA,NA,NA,NA
1373,1,1,0,0,0,0,1,0,0,2,2,0,1,NA
1374,0,1,0,2,0,0,0,0,0,0,NA,NA,NA,NA
1375,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA
1376,0,1,0,1,0,0,1,0,1,1,0,2,1,0
1377,0,0,1,0,1,2,1,2,2,3,0,0,1,0
1378,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA
1379,0,0,0,1,0,0,2,0,0,0,0,2,0,1
1380,1,0,0,0,0,1,0,0,0,0,0,0,2,0
1381,0,2,1,2,0,1,1,0,0,0,2,0,0,0
1382,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,3,3,3,0,0,0,0,0,0,0,0,0,1,0
1388,1,1,0,0,0,1,0,2,0,0,NA,NA,NA,NA
1389,1,0,0,2,1,2,0,0,0,0,1,1,0,0
1390,1,0,0,0,3,0,0,0,0,1,0,1,1,0
1391,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1392,1,1,1,0,3,0,1,4,2,0,0,1,NA,NA
1393,1,1,1,0,2,0,2,0,0,2,3,1,0,NA
1394,2,1,0,0,2,1,0,1,3,2,0,2,0,NA
1395,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1396,0,0,0,0,0,1,1,0,1,2,NA,NA,NA,NA
1397,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1398,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA
1399,2,2,0,1,2,1,0,4,2,0,NA,NA,NA,NA
1400,0,1,2,1,0,0,0,0,1,0,2,0,0,0
1401,0,2,0,1,0,0,0,3,1,1,0,0,1,0
1402,0,1,3,1,0,1,5,1,2,2,0,3,0,1
1403,0,0,0,0,0,0,0,2,0,0,0,0,1,0
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0,0,0,1,1,2,1
1406,1,0,1,1,0,1,0,3,1,2,0,0,1,1
1407,3,2,2,1,0,2,0,0,0,1,3,1,2,2
1408,1,1,2,0,1,1,1,0,0,0,0,0,0,0
1409,0,0,1,0,3,0,1,1,1,1,NA,NA,NA,NA
1410,0,0,1,1,1,1,0,0,1,1,NA,NA,NA,NA
1411,0,2,3,3,0,0,5,0,1,0,0,0,NA,NA
1412,0,0,0,1,0,1,1,4,0,0,NA,NA,NA,NA
1413,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1414,1,3,1,2,0,0,0,0,0,0,NA,NA,NA,NA
1415,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
1416,0,1,2,0,0,0,0,3,0,0,2,1,1,NA
1417,2,1,0,0,2,2,1,0,0,0,2,0,0,NA
1418,0,3,3,2,0,3,0,1,0,1,2,2,0,4
1419,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1420,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1421,0,2,0,2,0,0,0,3,0,0,NA,NA,NA,NA
1422,2,0,0,1,2,0,1,1,2,0,NA,NA,NA,NA
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,0,1,0,0,3,2,0,2,0,4,1,1,0,1
1425,2,1,2,0,3,0,3,0,0,0,0,0,1,NA
1426,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1427,0,0,0,0,3,0,0,0,0,0,0,1,0,0
1428,0,1,1,0,0,1,0,1,0,2,0,1,0,5
1429,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA
1430,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1431,0,1,0,0,1,0,0,1,1,0,0,1,0,3
1432,2,1,1,0,1,1,1,1,0,1,0,2,2,0
1433,1,3,1,0,1,1,0,0,0,0,1,4,2,0
1434,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1435,2,0,3,0,0,0,5,0,0,0,NA,NA,NA,NA
1436,0,0,0,0,2,0,0,0,2,1,0,0,0,1
1437,2,0,1,0,3,1,0,0,1,0,1,1,2,0
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA
1440,2,1,2,1,4,3,0,4,1,0,1,2,3,0
1441,0,2,0,0,0,0,0,0,2,0,1,2,0,0
1442,0,1,1,1,1,0,0,1,3,0,0,0,0,1
1443,0,2,1,1,1,1,0,0,2,0,0,NA,NA,NA
1444,2,1,1,1,3,0,0,0,0,0,0,NA,NA,NA
1445,0,1,0,3,0,0,1,1,0,0,1,0,2,1
1446,0,0,0,0,2,0,3,0,0,1,0,1,0,1
1447,2,0,1,1,1,1,2,0,0,0,NA,NA,NA,NA
1448,0,0,0,4,2,0,0,1,1,0,2,1,1,2
1449,0,3,1,0,0,1,0,0,0,3,NA,NA,NA,NA
1450,1,2,0,1,1,0,0,0,1,1,1,2,1,0
1451,0,1,0,0,1,1,0,1,0,0,2,2,0,2
1452,1,1,1,0,1,1,0,2,0,0,1,3,3,1
1453,0,1,2,0,0,0,2,0,0,1,NA,NA,NA,NA
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,0,2,0,1,0,0,0,0,0,3,0,0,0,NA
1456,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1457,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1458,1,2,1,1,2,0,1,2,1,0,NA,NA,NA,NA
1459,0,0,3,0,1,0,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1462,2,1,0,0,0,2,1,0,0,0,0,1,0,NA
1463,1,1,0,1,1,0,1,0,3,0,0,0,2,2
1464,1,2,2,2,4,3,1,0,0,1,NA,NA,NA,NA
1465,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1466,0,1,1,0,4,1,0,0,0,0,1,0,0,0
1467,0,2,3,1,0,0,1,1,1,1,NA,NA,NA,NA
1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1470,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1471,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA
1472,0,0,2,1,0,0,1,2,1,1,1,0,3,1
1473,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA
1474,0,1,1,0,2,1,0,1,1,0,NA,NA,NA,NA
1475,0,0,2,1,1,0,1,1,2,1,1,2,0,0
1476,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1477,0,2,0,1,0,2,1,1,2,2,NA,NA,NA,NA
1478,0,1,1,0,0,0,2,0,0,0,0,0,0,1
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1480,0,0,0,2,0,2,0,3,0,2,1,1,1,2
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,0,2,0,1,0,0,2,1,2,1,2,3,1,2
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1485,0,0,0,1,1,1,0,2,0,2,0,1,2,0
1486,0,1,0,0,2,0,0,0,0,1,1,1,1,1
1487,0,1,0,0,2,2,0,1,0,0,0,0,1,2
1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,2,2,0,1,0,0,2,0,1,2,NA,NA,NA,NA
1490,2,3,2,3,0,1,2,1,2,0,1,1,2,NA
1491,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1492,0,1,0,0,1,0,2,2,1,2,2,1,1,4
1493,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1494,0,0,2,0,0,0,1,4,0,2,0,1,1,NA
1495,0,2,0,0,2,2,2,2,1,0,0,0,1,1
1496,0,0,2,2,1,0,0,0,1,0,1,1,1,1
1497,0,3,0,0,0,1,0,3,1,0,1,2,1,0
1498,2,0,1,1,1,3,1,0,0,0,1,2,1,NA
1499,1,0,1,0,0,1,0,3,2,0,NA,NA,NA,NA
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,4,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA
1502,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1503,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1504,1,1,2,0,0,0,0,0,0,0,0,0,1,2
1505,0,0,0,0,1,0,0,0,0,2,1,1,0,2
1506,0,2,0,2,1,2,0,0,0,0,2,0,0,0
1507,1,1,1,0,0,0,3,0,0,0,0,2,0,1
1508,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1509,0,0,1,0,1,3,1,2,2,2,1,1,1,0
1510,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1511,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,0,1,0,1,0,0,2,4,0,1,0,0,0,1
1514,1,1,3,1,2,0,1,3,3,3,3,0,0,0
1515,2,0,2,2,4,0,1,0,2,2,0,0,2,NA
1516,0,6,1,1,1,0,2,2,0,0,0,1,0,0
1517,1,0,1,0,1,0,1,1,0,1,NA,NA,NA,NA
1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,1,0,0,0,1,0,2,1,0,0,2,0,1,0
1520,0,0,2,3,1,1,1,1,1,0,0,1,1,0
1521,2,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1522,1,2,1,1,1,2,1,0,0,2,0,3,2,1
1523,0,1,1,2,0,0,0,0,0,1,1,0,2,1
1524,0,0,0,0,1,1,3,2,2,0,2,2,1,0
1525,0,2,2,2,0,0,2,1,0,0,0,2,0,0
1526,0,0,2,2,2,2,1,0,1,1,2,1,2,1
1527,0,2,1,1,0,1,0,1,3,0,0,1,1,3
1528,2,0,0,1,0,4,1,1,0,0,0,0,1,0
1529,1,1,0,0,2,2,0,3,1,2,0,0,NA,NA
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2,0,0,2,2,0,0,0,1,0,2,1,0,0
1532,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1533,1,1,1,1,2,1,2,0,2,0,0,0,0,NA
1534,0,1,2,0,2,1,0,2,2,1,NA,NA,NA,NA
1535,1,1,5,1,2,2,1,0,1,2,NA,NA,NA,NA
1536,0,3,3,3,1,0,0,0,1,0,0,0,1,0
1537,3,0,0,1,1,0,2,1,1,1,NA,NA,NA,NA
1538,1,2,0,0,0,0,0,1,0,0,2,0,0,0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,0,1,0,0,0,1,1,1,2,0,1,1,1,1
1541,3,1,1,2,0,0,2,1,0,1,0,NA,NA,NA
1542,0,1,0,0,1,2,0,0,1,2,0,3,2,0
1543,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA
1544,0,1,0,0,1,1,0,2,1,2,0,0,0,0
1545,0,1,0,0,2,0,0,3,0,0,3,4,1,3
1546,0,1,0,0,2,1,2,0,2,1,2,1,2,1
1547,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1548,1,3,1,2,2,4,0,0,2,2,2,1,0,1
1549,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,0,0,0,0,0,2,0,0,1,0,0,0,1,0
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,1,0,3,0,0,0,0,0,0,0,0,0,0,NA
1554,2,1,0,0,2,0,1,5,0,0,NA,NA,NA,NA
1555,0,0,2,1,1,0,1,0,1,0,0,6,1,0
1556,0,0,0,0,0,0,0,0,0,0,1,3,0,0
1557,0,0,0,0,0,1,1,1,2,2,2,0,1,5
1558,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1559,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1560,3,0,0,0,0,0,1,0,1,0,1,0,1,0
1561,0,0,0,0,0,1,3,0,0,0,1,0,0,0
1562,1,0,0,0,0,2,0,0,0,0,0,1,0,0
1563,0,0,1,0,1,0,0,0,2,0,1,0,1,NA
1564,0,3,0,2,1,1,1,4,0,0,1,0,0,1
1565,0,1,0,0,2,1,1,3,1,3,3,0,1,0
1566,0,1,0,1,0,1,3,0,1,0,NA,NA,NA,NA
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,0,0,2,0,2,0,0,0,2,0,NA,NA,NA,NA
1569,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1570,0,0,0,1,1,0,1,2,0,0,0,0,0,2
1571,0,2,0,1,0,1,0,1,2,0,2,2,1,1
1572,0,3,1,1,1,2,0,0,1,0,NA,NA,NA,NA
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,3,0,0,0,1,4,2,2,0,2,0,0,2,0
1575,1,0,0,0,0,1,0,3,0,0,NA,NA,NA,NA
1576,0,0,1,0,1,3,0,1,2,1,0,1,1,0
1577,0,0,0,1,0,1,0,0,0,1,1,0,2,NA
1578,2,0,1,0,1,3,0,1,0,1,1,0,0,0
1579,0,3,0,1,1,0,0,2,0,0,0,0,0,0
1580,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1581,0,2,0,2,1,0,0,1,0,1,1,3,0,0
1582,1,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA
1583,1,1,0,0,0,3,2,0,2,0,NA,NA,NA,NA
1584,1,1,1,0,0,1,2,2,0,3,1,1,0,0
1585,2,0,3,0,0,0,0,0,0,0,0,0,0,NA
1586,1,0,0,4,0,1,0,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,0,0,1,3,1,0,1,0,0,0,NA,NA,NA,NA
1589,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1590,0,0,0,3,2,0,0,2,0,0,0,0,0,NA
1591,0,0,1,0,0,1,2,2,0,0,0,1,0,4
1592,2,1,0,1,1,1,1,1,2,3,1,2,1,2
1593,1,0,1,0,0,0,0,0,0,2,0,1,0,0
1594,2,1,3,2,1,1,0,4,0,2,1,2,3,2
1595,0,0,0,1,0,2,1,1,2,0,0,0,0,0
1596,2,1,3,1,0,1,1,2,0,0,NA,NA,NA,NA
1597,0,0,1,2,0,2,0,0,0,0,NA,NA,NA,NA
1598,1,3,0,1,0,1,0,0,0,0,1,0,0,0
1599,0,2,1,0,2,2,1,1,1,2,0,1,0,1
1600,0,3,4,0,0,1,3,0,0,0,NA,NA,NA,NA
1601,0,2,0,0,1,1,0,1,0,0,1,0,0,0
1602,2,2,0,0,0,0,0,1,0,0,0,0,1,0
1603,0,0,1,0,2,0,1,2,1,1,0,0,3,2
1604,1,0,1,1,2,1,2,0,0,0,0,0,0,0
1605,1,1,3,0,1,1,0,0,1,1,2,0,0,0
1606,2,1,0,2,0,1,0,0,2,1,0,1,2,NA
1607,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1608,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1609,1,1,0,0,2,1,1,1,2,0,2,2,1,2
1610,2,6,2,0,1,2,1,1,1,1,NA,NA,NA,NA
1611,0,2,1,0,0,0,0,0,1,0,0,0,0,0
1612,0,1,1,1,1,0,0,0,0,1,5,0,0,0
1613,1,0,1,1,0,2,2,1,0,0,1,0,1,2
1614,3,1,0,2,0,0,0,0,0,0,0,0,0,0
1615,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,0,1,3,1,0,0,0,0,0,0,0,0,NA,NA
1618,3,1,1,0,1,1,1,1,3,1,0,3,1,1
1619,0,1,1,0,1,0,1,2,0,1,0,0,0,0
1620,0,0,1,0,0,0,2,0,0,0,0,2,0,0
1621,1,0,2,1,1,3,1,0,1,0,2,1,0,1
1622,0,0,1,0,1,0,2,0,1,0,NA,NA,NA,NA
1623,2,0,3,0,0,2,0,1,0,0,0,0,0,0
1624,0,1,0,0,2,0,0,1,0,0,0,0,1,0
1625,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA
1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1628,1,2,2,2,1,2,0,1,0,2,0,1,0,0
1629,1,0,0,0,1,0,1,1,0,1,0,1,3,NA
1630,0,0,1,2,3,1,2,2,0,0,1,2,4,1
1631,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1632,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,3,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA
1634,0,2,1,3,0,1,0,0,0,1,1,1,1,0
1635,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1636,1,0,0,0,1,0,3,2,1,2,1,2,1,1
1637,0,0,1,0,0,0,2,2,2,1,0,0,1,0
1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,2,0,1,1,0,1,0,1,1,0,0,0,0,2
1640,3,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
1641,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1642,0,4,0,0,0,1,0,0,2,1,2,1,0,1
1643,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA
1644,0,1,0,1,0,0,0,2,0,0,3,1,1,0
1645,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
1646,0,1,0,1,2,0,3,0,0,0,0,1,0,0
1647,2,2,0,1,2,0,1,1,2,0,NA,NA,NA,NA
1648,1,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA
1649,0,0,1,0,0,0,0,0,0,0,0,2,1,0
1650,1,0,2,1,1,0,1,0,0,0,NA,NA,NA,NA
1651,0,0,0,0,0,0,1,0,0,1,2,0,0,0
1652,0,1,0,2,1,1,1,0,2,2,0,0,2,1
1653,0,2,1,0,2,0,0,0,0,3,0,0,4,3
1654,0,4,1,0,0,0,0,1,0,0,NA,NA,NA,NA
1655,0,0,0,0,0,1,0,1,1,1,2,0,1,1
1656,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1657,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1658,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1659,0,0,0,2,2,0,2,2,0,0,3,0,0,0
1660,1,3,0,1,0,0,0,3,1,1,NA,NA,NA,NA
1661,0,0,0,2,2,0,2,1,0,0,0,1,0,0
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1663,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1664,0,4,2,3,1,2,2,2,0,0,NA,NA,NA,NA
1665,1,0,0,1,0,2,0,0,0,1,2,0,1,0
1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
1668,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1669,2,3,0,2,2,0,0,0,1,0,0,0,0,0
1670,1,0,1,0,1,3,1,1,0,1,2,0,0,1
1671,4,1,2,2,1,0,1,0,1,0,2,0,0,1
1672,0,1,2,1,0,2,0,1,0,2,0,0,0,0
1673,0,3,0,0,1,2,1,0,0,0,0,0,0,0
1674,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1675,2,1,1,2,1,0,0,1,0,2,NA,NA,NA,NA
1676,1,1,0,1,0,1,2,1,0,1,1,1,1,2
1677,0,0,2,0,0,0,0,1,2,2,0,1,0,0
1678,0,4,2,3,2,0,1,1,1,0,NA,NA,NA,NA
1679,0,0,2,0,0,0,0,1,3,0,NA,NA,NA,NA
1680,1,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA
1681,0,2,1,3,1,0,0,1,0,0,0,1,1,0
1682,0,1,0,2,1,2,1,0,0,1,1,2,1,1
1683,1,0,0,1,0,3,0,1,0,1,0,0,0,1
1684,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,3,2,2,1,1,1,0,1,1,0,0,1,2,2
1687,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1688,0,3,0,0,1,1,0,1,0,0,0,0,0,2
1689,0,3,0,4,0,0,0,0,2,1,0,0,0,0
1690,0,2,0,0,0,0,0,2,0,2,0,1,2,1
1691,0,0,2,1,1,1,2,0,4,0,NA,NA,NA,NA
1692,0,0,1,1,0,1,1,0,2,1,NA,NA,NA,NA
1693,1,0,0,0,0,1,3,0,0,0,0,0,0,0
1694,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1695,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,0,0,0,0,0,0,1,0,1,1,2,0,1,0
1698,0,1,1,2,2,2,0,0,0,0,0,0,0,2
1699,0,0,1,0,0,1,1,0,1,1,1,0,2,0
1700,1,0,2,1,3,1,0,1,0,0,0,0,0,1
1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,1,0,2,1,0,1,1,0,1,0,0,0,3,0
1703,0,1,0,0,0,0,2,0,0,0,3,0,0,0
1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,0,0,0,0,0,0,1,0,0,0,0,2,1,2
1706,1,0,1,0,1,2,1,3,1,2,NA,NA,NA,NA
1707,3,0,1,1,1,0,1,3,3,4,3,0,0,NA
1708,1,0,2,0,1,1,1,0,2,1,3,1,0,0
1709,3,0,0,2,0,2,0,3,1,1,2,1,0,2
1710,1,1,3,0,2,2,0,1,0,2,3,0,0,0
1711,0,0,1,1,1,1,3,3,0,1,0,1,3,0
1712,1,1,1,1,1,0,0,0,0,0,1,0,2,1
1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,0,1,0,1,3,2,0,1,1,1,0,2,0,0
1715,1,1,0,0,2,1,0,0,0,0,2,1,1,0
1716,0,0,1,1,0,1,0,0,2,0,2,0,3,0
1717,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1718,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1719,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1720,2,1,0,1,0,1,0,2,0,0,0,0,0,0
1721,0,4,0,2,0,0,3,0,0,0,0,3,1,1
1722,0,2,0,1,0,2,0,0,0,1,1,0,0,NA
1723,0,0,0,1,0,3,1,1,1,0,2,1,0,NA
1724,1,0,1,1,0,0,3,0,0,0,2,0,2,0
1725,0,1,1,1,0,0,1,1,0,1,NA,NA,NA,NA
1726,1,0,1,2,2,0,1,2,0,1,NA,NA,NA,NA
1727,0,1,1,0,0,0,1,0,0,2,NA,NA,NA,NA
1728,2,0,0,0,0,0,1,0,0,0,1,1,2,0
1729,0,0,2,0,0,0,0,0,1,1,2,2,1,2
1730,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1731,1,1,2,0,0,2,0,1,0,0,NA,NA,NA,NA
1732,3,1,0,0,0,3,0,0,2,0,0,0,1,1
1733,1,3,1,1,2,0,0,2,0,2,0,2,0,1
1734,0,1,0,0,0,2,1,1,0,1,2,2,1,1
1735,0,2,0,0,2,2,0,0,1,2,NA,NA,NA,NA
1736,1,1,1,2,1,0,0,1,0,0,2,1,1,0
1737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1738,0,0,0,1,1,1,0,0,0,0,0,0,1,2
1739,0,0,4,1,2,0,2,0,2,2,NA,NA,NA,NA
1740,2,1,1,1,1,1,1,1,0,0,1,1,0,3
1741,0,2,1,1,1,0,0,0,1,1,2,0,2,2
1742,0,0,0,0,0,1,0,0,0,0,3,0,0,2
1743,2,0,0,0,0,0,0,0,0,0,3,0,0,0
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,0,1,0,0,2,1,0,0,0,0,NA,NA,NA,NA
1746,1,1,2,3,0,0,0,0,1,0,0,1,0,0
1747,0,0,2,0,1,0,1,1,0,0,2,0,1,2
1748,0,0,1,1,0,0,2,0,0,3,2,0,0,2
1749,2,0,1,1,0,0,0,1,0,0,1,0,2,NA
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,2,1,2,0,0,0,0,1,1,0,0,0,NA,NA
1752,3,1,1,1,0,1,2,0,1,2,NA,NA,NA,NA
1753,2,0,0,0,2,0,2,0,0,0,NA,NA,NA,NA
1754,0,0,1,0,0,0,0,4,1,0,0,NA,NA,NA
1755,0,2,2,1,1,1,3,0,1,0,NA,NA,NA,NA
1756,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1757,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1758,1,1,3,1,0,0,0,0,1,0,1,0,0,NA
1759,2,0,1,0,1,1,2,1,0,1,NA,NA,NA,NA
1760,0,0,0,1,2,0,1,0,0,0,0,0,0,1
1761,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1762,1,1,0,0,2,1,3,1,0,1,6,0,2,2
1763,0,3,0,0,1,0,1,1,2,1,NA,NA,NA,NA
1764,0,0,2,0,0,0,0,0,0,0,1,0,0,NA
