userid,age_range,gender,metro_area
2780,18 to 24,female,LA
2781,35 to 44,female,SF
2782,25 to 34,female,LA
2783,25 to 34,female,DC
2784,45 to 54,male,DC
2785,25 to 34,female,LA
2786,35 to 44,female,SEA
2787,25 to 34,female,SF
2788,18 to 24,female,SEA
2789,35 to 44,female,LA
2790,35 to 44,female,SEA
2791,25 to 34,male,LA
2792,25 to 34,female,None of above
2793,25 to 34,female,None of above
2794,25 to 34,prefer not to answer,SF
2795,35 to 44,female,NYC
2796,25 to 34,female,SEA
2797,35 to 44,male,None of above
2798,18 to 24,non-binary,DC
2799,25 to 34,female,HOU
2800,25 to 34,female,None of above
2801,25 to 34,female,DC
2802,25 to 34,female,NYC
2803,25 to 34,female,None of above
2804,35 to 44,male,HOU
2805,25 to 34,female,LA
2806,25 to 34,non-binary,BOS
2807,45 to 54,female,DC
2808,35 to 44,male,SF
2809,25 to 34,female,LA
2810,25 to 34,male,LA
2811,25 to 34,male,None of above
2812,35 to 44,prefer not to answer,SF
2813,25 to 34,prefer not to answer,DC
2814,45 to 54,male,LA
2815,25 to 34,prefer not to answer,DC
2816,25 to 34,female,None of above
2817,45 to 54,female,SF
2818,35 to 44,prefer not to answer,NYC
2819,45 to 54,female,ATL
2820,25 to 34,female,NYC
2821,35 to 44,female,LA
2822,25 to 34,male,SF
2823,25 to 34,male,SEA
2824,45 to 54,female,LA
2825,25 to 34,non-binary,LA
2826,25 to 34,male,HOU
2827,35 to 44,male,None of above
2828,35 to 44,male,None of above
2829,25 to 34,female,NYC
2830,18 to 24,female,NYC
2831,25 to 34,male,BOS
2832,45 to 54,female,SF
2833,35 to 44,female,LA
2834,18 to 24,non-binary,LA
2835,25 to 34,female,NYC
2836,25 to 34,prefer not to answer,PHL
2837,35 to 44,male,SEA
2838,25 to 34,male,DC
2839,35 to 44,female,DC
2840,35 to 44,male,NYC
2841,25 to 34,male,NYC
2842,35 to 44,female,None of above
2843,25 to 34,female,DC
2844,25 to 34,female,LA
2845,25 to 34,female,DC
2846,25 to 34,female,LA
2847,35 to 44,female,HOU
2848,25 to 34,female,ATL
2849,25 to 34,female,SEA
2850,25 to 34,female,None of above
2851,35 to 44,male,DC
2852,35 to 44,female,PHL
2853,25 to 34,prefer not to answer,SF
2854,18 to 24,female,DC
2855,35 to 44,female,SF
2856,25 to 34,male,LA
2857,35 to 44,non-binary,SEA
2858,35 to 44,female,SF
2859,35 to 44,prefer not to answer,SEA
2860,45 to 54,female,LA
2861,25 to 34,female,DC
2862,35 to 44,male,SEA
2863,35 to 44,male,HOU
2864,35 to 44,female,CHI
2865,25 to 34,male,LA
2866,25 to 34,male,LA
2867,35 to 44,female,PHL
2868,25 to 34,male,LA
2869,25 to 34,female,LA
2870,45 to 54,female,CHI
2871,25 to 34,female,HOU
2872,25 to 34,prefer not to answer,SEA
2873,35 to 44,female,DC
2874,25 to 34,male,DC
2875,45 to 54,male,SF
2876,35 to 44,female,None of above
2877,35 to 44,female,SF
2878,35 to 44,female,LA
2879,45 to 54,prefer not to answer,DC
2880,45 to 54,female,SF
2881,18 to 24,male,SF
2882,18 to 24,female,SF
2883,35 to 44,female,DC
2884,25 to 34,female,LA
2885,35 to 44,female,LA
2886,25 to 34,male,DC
2887,45 to 54,prefer not to answer,SF
2888,55+,female,LA
2889,25 to 34,male,LA
2890,18 to 24,female,HOU
2891,45 to 54,male,SEA
2892,18 to 24,male,SEA
2893,25 to 34,female,None of above
2894,25 to 34,female,SF
2895,35 to 44,female,DC
2896,25 to 34,prefer not to answer,LA
2897,18 to 24,female,NYC
2898,18 to 24,female,SF
2899,35 to 44,male,HOU
2900,18 to 24,female,NYC
2901,25 to 34,male,DC
2902,25 to 34,prefer not to answer,LA
2903,45 to 54,male,None of above
2904,18 to 24,female,LA
2905,35 to 44,female,DC
2906,35 to 44,female,LA
2907,45 to 54,female,None of above
2908,55+,female,LA
2909,25 to 34,female,DC
2910,25 to 34,female,LA
2911,35 to 44,female,SEA
2912,25 to 34,female,SEA
2913,25 to 34,female,SF
2914,18 to 24,female,LA
2915,35 to 44,prefer not to answer,SF
2916,25 to 34,prefer not to answer,SF
2917,45 to 54,male,SF
2918,18 to 24,female,SEA
2919,25 to 34,female,LA
2920,25 to 34,female,None of above
2921,25 to 34,female,PHL
2922,25 to 34,female,SF
2923,18 to 24,female,SF
2924,18 to 24,female,LA
2925,25 to 34,prefer not to answer,BOS
2926,35 to 44,female,NYC
2927,35 to 44,female,NYC
2928,35 to 44,female,PHL
2929,45 to 54,male,NYC
2930,45 to 54,female,SEA
2931,18 to 24,male,None of above
2932,18 to 24,male,BOS
2933,18 to 24,female,None of above
2934,35 to 44,prefer not to answer,HOU
2935,35 to 44,prefer not to answer,CHI
2936,25 to 34,female,DC
2937,45 to 54,male,SF
2938,35 to 44,female,LA
2939,35 to 44,prefer not to answer,SF
2940,25 to 34,female,SEA
2941,45 to 54,female,LA
2942,35 to 44,prefer not to answer,None of above
2943,25 to 34,prefer not to answer,DC
2944,18 to 24,non-binary,None of above
2945,25 to 34,female,LA
2946,25 to 34,male,LA
2947,35 to 44,female,LA
2948,18 to 24,male,None of above
2949,25 to 34,non-binary,SF
2950,35 to 44,male,NYC
2951,35 to 44,male,SEA
2952,25 to 34,female,SF
2953,25 to 34,prefer not to answer,None of above
2954,35 to 44,non-binary,None of above
2955,25 to 34,male,HOU
2956,35 to 44,male,None of above
2957,25 to 34,female,DC
2958,25 to 34,non-binary,DC
2959,35 to 44,female,None of above
2960,35 to 44,female,DC
2961,25 to 34,male,NYC
2962,35 to 44,prefer not to answer,LA
2963,35 to 44,female,SF
2964,45 to 54,female,None of above
2965,25 to 34,female,SF
2966,25 to 34,male,LA
2967,35 to 44,female,HOU
2968,35 to 44,female,DC
2969,35 to 44,female,SEA
2970,25 to 34,female,CHI
2971,25 to 34,female,SF
2972,25 to 34,female,ATL
2973,35 to 44,female,SF
2974,45 to 54,female,None of above
2975,18 to 24,female,HOU
2976,25 to 34,female,DC
2977,25 to 34,prefer not to answer,None of above
2978,18 to 24,prefer not to answer,SF
2979,25 to 34,male,LA
2980,35 to 44,prefer not to answer,HOU
2981,18 to 24,female,DC
2982,45 to 54,female,PHL
2983,25 to 34,prefer not to answer,NYC
2984,35 to 44,female,LA
2985,18 to 24,female,None of above
2986,35 to 44,female,None of above
2987,45 to 54,male,HOU
2988,25 to 34,female,NYC
2989,35 to 44,female,DC
2990,18 to 24,prefer not to answer,SF
2991,45 to 54,male,SEA
2992,25 to 34,prefer not to answer,None of above
2993,35 to 44,female,None of above
2994,18 to 24,male,CHI
2995,45 to 54,male,LA
2996,18 to 24,male,SF
2997,25 to 34,male,None of above
2998,35 to 44,male,LA
2999,18 to 24,female,LA
3000,35 to 44,female,BOS
3001,25 to 34,male,NYC
3002,25 to 34,male,None of above
3003,35 to 44,male,LA
3004,25 to 34,prefer not to answer,None of above
3005,25 to 34,male,DC
3006,25 to 34,prefer not to answer,NYC
3007,25 to 34,female,SF
3008,45 to 54,male,LA
3009,35 to 44,female,SF
3010,25 to 34,female,SF
3011,25 to 34,non-binary,LA
3012,35 to 44,female,BOS
3013,25 to 34,male,SF
3014,35 to 44,prefer not to answer,LA
3015,25 to 34,prefer not to answer,None of above
3016,35 to 44,female,LA
3017,25 to 34,prefer not to answer,CHI
3018,25 to 34,female,NYC
3019,25 to 34,female,SF
3020,45 to 54,prefer not to answer,LA
3021,35 to 44,female,PHL
3022,35 to 44,prefer not to answer,SF
3023,18 to 24,female,ATL
3024,18 to 24,prefer not to answer,None of above
3025,25 to 34,female,DC
3026,25 to 34,male,DC
3027,25 to 34,female,LA
3028,18 to 24,prefer not to answer,SEA
3029,25 to 34,male,SF
3030,18 to 24,female,SF
3031,25 to 34,female,NYC
3032,35 to 44,male,SF
3033,25 to 34,female,LA
3034,35 to 44,female,SF
3035,35 to 44,male,SEA
3036,18 to 24,male,DC
3037,45 to 54,prefer not to answer,NYC
3038,18 to 24,female,None of above
3039,25 to 34,male,SF
3040,25 to 34,male,SEA
3041,35 to 44,male,DC
3042,35 to 44,prefer not to answer,None of above
3043,35 to 44,female,CHI
3044,35 to 44,prefer not to answer,None of above
3045,25 to 34,female,None of above
3046,25 to 34,female,SF
3047,18 to 24,male,LA
3048,45 to 54,female,SF
3049,25 to 34,prefer not to answer,None of above
3050,18 to 24,female,LA
3051,45 to 54,female,SF
3052,25 to 34,male,LA
3053,35 to 44,male,LA
3054,25 to 34,non-binary,BOS
3055,45 to 54,female,PHL
3056,25 to 34,prefer not to answer,SEA
3057,25 to 34,male,PHL
3058,18 to 24,female,NYC
3059,35 to 44,female,SEA
3060,35 to 44,female,BOS
3061,25 to 34,female,HOU
3062,18 to 24,female,SF
3063,35 to 44,male,NYC
3064,45 to 54,male,SF
3065,25 to 34,female,LA
3066,25 to 34,prefer not to answer,LA
3067,35 to 44,non-binary,LA
3068,25 to 34,female,LA
3069,35 to 44,prefer not to answer,DC
3070,25 to 34,female,DC
3071,18 to 24,prefer not to answer,LA
3072,25 to 34,female,LA
3073,25 to 34,female,CHI
3074,45 to 54,female,DC
3075,45 to 54,female,SF
3076,25 to 34,female,SF
3077,35 to 44,female,DC
3078,25 to 34,female,SF
3079,18 to 24,male,DC
3080,35 to 44,female,BOS
3081,35 to 44,male,SF
3082,45 to 54,female,LA
3083,35 to 44,male,DC
3084,35 to 44,prefer not to answer,PHL
3085,25 to 34,male,BOS
3086,25 to 34,female,SF
3087,25 to 34,prefer not to answer,SF
3088,18 to 24,male,DC
3089,35 to 44,female,NYC
3090,25 to 34,female,SF
3091,35 to 44,female,HOU
3092,35 to 44,male,NYC
3093,25 to 34,female,NYC
3094,35 to 44,female,None of above
3095,45 to 54,male,SF
3096,25 to 34,female,SF
3097,25 to 34,prefer not to answer,ATL
3098,25 to 34,female,NYC
3099,18 to 24,male,LA
3100,35 to 44,female,LA
3101,25 to 34,female,None of above
3102,35 to 44,female,PHL
3103,25 to 34,male,LA
3104,18 to 24,male,LA
3105,45 to 54,female,BOS
3106,35 to 44,male,SF
3107,25 to 34,female,None of above
3108,18 to 24,female,NYC
3109,25 to 34,female,DC
3110,25 to 34,female,SF
3111,35 to 44,prefer not to answer,None of above
3112,45 to 54,female,SF
3113,18 to 24,female,DC
3114,25 to 34,prefer not to answer,LA
3115,18 to 24,male,SF
3116,35 to 44,female,HOU
3117,25 to 34,female,BOS
3118,25 to 34,female,LA
3119,45 to 54,male,CHI
3120,45 to 54,female,SEA
3121,45 to 54,male,NYC
3122,25 to 34,female,SF
3123,18 to 24,non-binary,SF
3124,25 to 34,male,PHL
3125,25 to 34,female,LA
3126,18 to 24,female,LA
3127,35 to 44,prefer not to answer,DC
3128,25 to 34,prefer not to answer,SEA
3129,35 to 44,female,BOS
3130,35 to 44,female,SEA
3131,25 to 34,female,NYC
3132,35 to 44,female,NYC
3133,25 to 34,prefer not to answer,SF
3134,35 to 44,male,HOU
3135,35 to 44,male,HOU
3136,35 to 44,male,SF
3137,45 to 54,male,LA
3138,25 to 34,female,SEA
3139,25 to 34,female,NYC
3140,25 to 34,female,DC
3141,35 to 44,prefer not to answer,None of above
3142,45 to 54,female,LA
3143,25 to 34,prefer not to answer,SF
3144,25 to 34,female,None of above
3145,45 to 54,male,NYC
3146,25 to 34,male,None of above
3147,45 to 54,female,DC
3148,35 to 44,non-binary,DC
3149,25 to 34,female,LA
3150,25 to 34,male,LA
3151,35 to 44,female,CHI
3152,55+,female,PHL
3153,25 to 34,female,ATL
3154,35 to 44,female,LA
3155,35 to 44,male,DC
3156,35 to 44,female,None of above
3157,18 to 24,male,LA
3158,25 to 34,male,SF
3159,25 to 34,prefer not to answer,LA
3160,35 to 44,female,LA
3161,45 to 54,male,PHL
3162,25 to 34,male,DC
3163,25 to 34,female,ATL
3164,25 to 34,non-binary,LA
3165,18 to 24,female,None of above
3166,25 to 34,male,DC
3167,25 to 34,male,None of above
3168,35 to 44,prefer not to answer,SF
3169,35 to 44,male,SF
3170,35 to 44,male,PHL
3171,35 to 44,female,NYC
3172,25 to 34,female,LA
3173,25 to 34,prefer not to answer,LA
3174,35 to 44,female,None of above
3175,35 to 44,female,SEA
3176,18 to 24,non-binary,SEA
3177,18 to 24,female,SEA
3178,25 to 34,female,SEA
3179,25 to 34,female,SF
3180,25 to 34,male,NYC
3181,18 to 24,non-binary,LA
3182,25 to 34,female,SF
3183,35 to 44,male,SF
3184,35 to 44,female,None of above
3185,35 to 44,female,LA
3186,25 to 34,male,None of above
3187,35 to 44,female,HOU
3188,18 to 24,female,NYC
3189,45 to 54,female,SEA
3190,18 to 24,prefer not to answer,DC
3191,25 to 34,male,None of above
3192,35 to 44,male,SEA
3193,35 to 44,non-binary,DC
3194,45 to 54,male,None of above
3195,35 to 44,male,LA
3196,18 to 24,female,None of above
3197,25 to 34,female,SEA
3198,25 to 34,prefer not to answer,SEA
3199,25 to 34,male,DC
3200,25 to 34,prefer not to answer,DC
3201,18 to 24,male,NYC
3202,25 to 34,male,LA
3203,55+,female,PHL
3204,35 to 44,female,SEA
3205,35 to 44,male,SEA
3206,25 to 34,female,NYC
3207,25 to 34,male,DC
3208,25 to 34,male,BOS
3209,25 to 34,female,HOU
3210,35 to 44,prefer not to answer,CHI
3211,18 to 24,non-binary,CHI
3212,25 to 34,female,SF
3213,18 to 24,female,PHL
3214,18 to 24,prefer not to answer,DC
3215,25 to 34,female,DC
3216,25 to 34,male,None of above
3217,55+,female,None of above
3218,25 to 34,female,DC
3219,35 to 44,male,HOU
3220,18 to 24,female,LA
3221,35 to 44,prefer not to answer,SEA
3222,25 to 34,male,None of above
3223,25 to 34,prefer not to answer,SF
3224,25 to 34,prefer not to answer,DC
3225,35 to 44,male,LA
3226,18 to 24,female,LA
3227,25 to 34,prefer not to answer,SEA
3228,35 to 44,male,SEA
3229,25 to 34,male,None of above
3230,25 to 34,male,NYC
3231,25 to 34,female,LA
3232,25 to 34,female,SF
3233,45 to 54,prefer not to answer,ATL
3234,18 to 24,male,SF
3235,25 to 34,male,DC
3236,25 to 34,male,LA
3237,25 to 34,male,LA
3238,35 to 44,female,SF
3239,18 to 24,prefer not to answer,PHL
3240,25 to 34,female,None of above
3241,45 to 54,male,None of above
3242,35 to 44,male,SF
3243,25 to 34,prefer not to answer,DC
3244,25 to 34,female,None of above
3245,25 to 34,male,PHL
3246,35 to 44,male,LA
3247,35 to 44,female,SEA
3248,18 to 24,female,LA
3249,35 to 44,prefer not to answer,CHI
3250,25 to 34,male,BOS
3251,18 to 24,male,SF
3252,35 to 44,male,LA
3253,45 to 54,female,NYC
3254,25 to 34,female,SF
3255,25 to 34,female,None of above
3256,25 to 34,female,HOU
3257,35 to 44,female,DC
3258,35 to 44,female,SF
3259,25 to 34,female,SF
3260,35 to 44,female,SEA
3261,35 to 44,male,NYC
3262,18 to 24,female,NYC
3263,25 to 34,female,SF
3264,25 to 34,female,SF
3265,35 to 44,female,None of above
3266,18 to 24,female,SF
3267,25 to 34,male,BOS
3268,35 to 44,male,PHL
3269,25 to 34,male,SF
3270,25 to 34,female,None of above
3271,25 to 34,non-binary,DC
3272,25 to 34,female,LA
3273,35 to 44,female,LA
3274,18 to 24,male,SEA
3275,35 to 44,prefer not to answer,SF
3276,35 to 44,prefer not to answer,LA
3277,18 to 24,male,NYC
3278,25 to 34,non-binary,SF
3279,35 to 44,female,SF
3280,18 to 24,female,LA
3281,35 to 44,male,None of above
3282,35 to 44,non-binary,LA
3283,35 to 44,female,LA
3284,55+,female,DC
3285,45 to 54,female,NYC
3286,25 to 34,prefer not to answer,NYC
3287,25 to 34,female,LA
3288,35 to 44,prefer not to answer,LA
3289,25 to 34,female,LA
3290,35 to 44,male,SF
3291,25 to 34,female,None of above
3292,18 to 24,female,None of above
3293,25 to 34,female,None of above
3294,35 to 44,female,None of above
3295,18 to 24,female,LA
3296,35 to 44,prefer not to answer,LA
3297,25 to 34,female,NYC
3298,25 to 34,prefer not to answer,NYC
3299,35 to 44,prefer not to answer,SF
3300,35 to 44,female,SEA
3301,35 to 44,female,NYC
3302,35 to 44,female,None of above
3303,25 to 34,female,PHL
3304,25 to 34,male,HOU
3305,35 to 44,prefer not to answer,SF
3306,35 to 44,female,None of above
3307,45 to 54,female,LA
3308,35 to 44,female,ATL
3309,25 to 34,male,PHL
3310,45 to 54,female,SF
3311,25 to 34,non-binary,None of above
3312,35 to 44,prefer not to answer,SF
3313,25 to 34,male,SF
3314,35 to 44,prefer not to answer,DC
3315,45 to 54,prefer not to answer,NYC
3316,35 to 44,female,HOU
3317,35 to 44,male,LA
3318,35 to 44,female,None of above
3319,35 to 44,female,LA
3320,45 to 54,male,SF
3321,18 to 24,female,SF
3322,35 to 44,prefer not to answer,DC
3323,45 to 54,female,None of above
3324,25 to 34,prefer not to answer,None of above
3325,18 to 24,male,None of above
3326,35 to 44,male,DC
3327,35 to 44,male,LA
3328,45 to 54,female,NYC
3329,35 to 44,female,DC
3330,25 to 34,female,SEA
3331,45 to 54,female,DC
3332,35 to 44,male,LA
3333,25 to 34,male,NYC
3334,25 to 34,non-binary,None of above
3335,35 to 44,female,DC
3336,25 to 34,female,SEA
3337,45 to 54,male,SF
3338,35 to 44,prefer not to answer,SF
3339,35 to 44,female,LA
3340,45 to 54,female,LA
3341,35 to 44,male,LA
3342,35 to 44,female,DC
3343,55+,female,None of above
3344,35 to 44,female,LA
3345,18 to 24,female,SF
3346,25 to 34,male,LA
3347,45 to 54,female,SF
3348,25 to 34,female,NYC
3349,35 to 44,female,None of above
3350,35 to 44,male,DC
3351,35 to 44,female,LA
3352,18 to 24,prefer not to answer,SF
3353,35 to 44,prefer not to answer,HOU
3354,35 to 44,female,CHI
3355,55+,female,SEA
3356,35 to 44,female,DC
3357,25 to 34,prefer not to answer,HOU
3358,35 to 44,female,None of above
3359,25 to 34,male,LA
3360,35 to 44,female,PHL
3361,25 to 34,female,BOS
3362,18 to 24,non-binary,DC
3363,25 to 34,female,ATL
3364,35 to 44,prefer not to answer,SEA
3365,25 to 34,male,LA
3366,35 to 44,female,NYC
3367,35 to 44,prefer not to answer,None of above
3368,18 to 24,male,LA
3369,25 to 34,female,SF
3370,18 to 24,female,SEA
3371,25 to 34,female,LA
3372,25 to 34,prefer not to answer,HOU
3373,35 to 44,female,None of above
3374,25 to 34,male,LA
3375,55+,prefer not to answer,SF
3376,25 to 34,female,BOS
3377,35 to 44,female,SEA
3378,18 to 24,male,DC
3379,45 to 54,female,SF
3380,25 to 34,female,HOU
3381,45 to 54,male,SF
3382,25 to 34,female,LA
3383,25 to 34,male,LA
3384,25 to 34,male,LA
3385,45 to 54,female,None of above
3386,55+,prefer not to answer,SF
3387,35 to 44,female,DC
3388,18 to 24,male,DC
3389,35 to 44,male,LA
3390,18 to 24,prefer not to answer,LA
3391,25 to 34,prefer not to answer,LA
3392,35 to 44,female,LA
3393,25 to 34,prefer not to answer,None of above
3394,25 to 34,female,SF
3395,25 to 34,female,SF
3396,35 to 44,non-binary,PHL
3397,55+,male,SEA
3398,18 to 24,male,LA
3399,25 to 34,prefer not to answer,SF
3400,25 to 34,female,LA
3401,18 to 24,female,None of above
3402,25 to 34,male,LA
3403,55+,male,SF
3404,25 to 34,female,None of above
3405,35 to 44,female,None of above
3406,25 to 34,male,None of above
3407,25 to 34,female,NYC
3408,35 to 44,female,LA
3409,25 to 34,female,LA
3410,45 to 54,male,HOU
3411,25 to 34,male,BOS
3412,25 to 34,male,NYC
3413,45 to 54,female,DC
3414,25 to 34,male,None of above
3415,35 to 44,male,SF
3416,18 to 24,male,SF
3417,25 to 34,female,SF
3418,35 to 44,male,LA
3419,25 to 34,male,SF
3420,25 to 34,male,SF
3421,35 to 44,female,DC
3422,25 to 34,prefer not to answer,SF
3423,45 to 54,non-binary,LA
3424,18 to 24,male,SF
3425,35 to 44,male,LA
3426,25 to 34,prefer not to answer,LA
3427,25 to 34,female,None of above
3428,25 to 34,male,PHL
3429,35 to 44,female,HOU
3430,25 to 34,non-binary,HOU
3431,25 to 34,female,LA
3432,45 to 54,female,None of above
3433,18 to 24,male,HOU
3434,25 to 34,female,SF
3435,35 to 44,prefer not to answer,SF
3436,25 to 34,female,DC
3437,25 to 34,female,LA
3438,35 to 44,male,SF
3439,25 to 34,female,SF
3440,25 to 34,female,DC
3441,25 to 34,female,NYC
3442,35 to 44,prefer not to answer,None of above
3443,25 to 34,prefer not to answer,None of above
3444,35 to 44,male,HOU
3445,35 to 44,female,HOU
3446,18 to 24,male,DC
3447,18 to 24,male,SF
3448,18 to 24,prefer not to answer,HOU
3449,35 to 44,prefer not to answer,SEA
3450,35 to 44,female,LA
3451,35 to 44,prefer not to answer,None of above
3452,25 to 34,female,DC
3453,18 to 24,female,LA
3454,35 to 44,male,DC
3455,25 to 34,prefer not to answer,LA
3456,25 to 34,prefer not to answer,LA
3457,35 to 44,non-binary,PHL
3458,18 to 24,female,DC
3459,35 to 44,female,LA
3460,55+,prefer not to answer,SF
3461,25 to 34,female,DC
3462,18 to 24,male,BOS
3463,35 to 44,female,SF
3464,25 to 34,female,SF
3465,25 to 34,female,SF
3466,25 to 34,male,LA
3467,25 to 34,female,CHI
3468,35 to 44,female,SF
3469,55+,female,LA
3470,45 to 54,male,HOU
3471,25 to 34,male,SEA
3472,25 to 34,female,SEA
3473,45 to 54,female,DC
3474,25 to 34,prefer not to answer,LA
3475,35 to 44,female,ATL
3476,25 to 34,non-binary,NYC
3477,25 to 34,female,CHI
3478,35 to 44,female,BOS
3479,25 to 34,prefer not to answer,SEA
3480,35 to 44,female,SF
3481,55+,female,ATL
3482,45 to 54,female,LA
3483,25 to 34,female,SF
3484,25 to 34,female,None of above
3485,35 to 44,female,LA
3486,25 to 34,male,ATL
3487,25 to 34,female,None of above
3488,18 to 24,female,SEA
3489,35 to 44,male,SF
3490,25 to 34,male,DC
3491,35 to 44,female,SF
3492,35 to 44,female,None of above
3493,18 to 24,female,None of above
3494,25 to 34,female,DC
3495,35 to 44,female,HOU
3496,45 to 54,prefer not to answer,DC
3497,25 to 34,female,LA
3498,45 to 54,female,LA
3499,25 to 34,female,SEA
3500,35 to 44,male,HOU
3501,25 to 34,female,LA
3502,35 to 44,female,None of above
3503,25 to 34,non-binary,SF
3504,25 to 34,male,LA
3505,25 to 34,female,None of above
3506,45 to 54,male,LA
3507,25 to 34,male,SF
3508,25 to 34,male,DC
3509,35 to 44,male,None of above
3510,25 to 34,female,SEA
3511,25 to 34,male,HOU
3512,25 to 34,male,LA
3513,18 to 24,male,BOS
3514,25 to 34,non-binary,SEA
3515,25 to 34,male,SEA
3516,45 to 54,prefer not to answer,SF
3517,18 to 24,female,SEA
3518,25 to 34,female,None of above
3519,25 to 34,prefer not to answer,SF
3520,25 to 34,female,None of above
3521,45 to 54,female,SEA
3522,25 to 34,female,SF
3523,18 to 24,female,DC
3524,25 to 34,female,HOU
3525,35 to 44,male,LA
3526,25 to 34,male,NYC
3527,35 to 44,female,None of above
3528,45 to 54,male,SF
3529,35 to 44,male,LA
3530,35 to 44,female,LA
3531,25 to 34,female,SF
3532,45 to 54,female,DC
3533,35 to 44,male,DC
3534,35 to 44,female,PHL
3535,18 to 24,male,NYC
3536,55+,female,SF
3537,45 to 54,male,None of above
3538,25 to 34,female,HOU
3539,35 to 44,female,LA
3540,35 to 44,female,NYC
3541,25 to 34,male,SF
3542,35 to 44,female,LA
3543,25 to 34,female,None of above
3544,25 to 34,female,None of above
3545,25 to 34,male,DC
3546,18 to 24,male,DC
3547,25 to 34,female,None of above
3548,18 to 24,female,CHI
3549,35 to 44,female,SF
3550,25 to 34,prefer not to answer,SEA
3551,18 to 24,male,LA
3552,35 to 44,female,PHL
3553,35 to 44,female,LA
3554,25 to 34,male,NYC
3555,18 to 24,prefer not to answer,None of above
3556,35 to 44,male,SF
3557,25 to 34,female,SF
3558,35 to 44,prefer not to answer,SF
3559,35 to 44,male,SF
3560,25 to 34,male,LA
3561,25 to 34,female,LA
3562,25 to 34,prefer not to answer,NYC
3563,25 to 34,prefer not to answer,NYC
3564,25 to 34,female,DC
3565,35 to 44,female,LA
3566,25 to 34,female,NYC
3567,25 to 34,female,PHL
3568,25 to 34,prefer not to answer,DC
3569,25 to 34,prefer not to answer,SF
3570,35 to 44,prefer not to answer,None of above
3571,18 to 24,prefer not to answer,SF
3572,25 to 34,female,None of above
3573,25 to 34,female,SF
3574,25 to 34,male,ATL
3575,25 to 34,female,CHI
3576,35 to 44,prefer not to answer,LA
3577,35 to 44,female,HOU
3578,25 to 34,male,SEA
3579,55+,male,DC
3580,35 to 44,male,None of above
3581,45 to 54,female,CHI
3582,25 to 34,female,None of above
3583,25 to 34,prefer not to answer,SEA
3584,25 to 34,male,SEA
3585,18 to 24,female,None of above
3586,25 to 34,female,SF
3587,25 to 34,male,None of above
3588,25 to 34,female,LA
3589,25 to 34,female,SF
3590,55+,male,LA
3591,35 to 44,female,HOU
3592,35 to 44,prefer not to answer,NYC
3593,45 to 54,female,BOS
3594,18 to 24,female,SF
3595,25 to 34,female,NYC
3596,25 to 34,female,PHL
3597,35 to 44,female,None of above
3598,35 to 44,female,DC
3599,45 to 54,male,LA
3600,25 to 34,female,SF
3601,25 to 34,female,SF
3602,25 to 34,female,None of above
3603,35 to 44,male,None of above
3604,25 to 34,prefer not to answer,DC
3605,35 to 44,male,None of above
3606,35 to 44,female,SEA
3607,35 to 44,prefer not to answer,DC
3608,35 to 44,male,SEA
3609,25 to 34,female,NYC
3610,35 to 44,prefer not to answer,DC
3611,25 to 34,prefer not to answer,LA
3612,25 to 34,female,LA
3613,25 to 34,female,SEA
3614,45 to 54,female,SF
3615,35 to 44,female,ATL
3616,18 to 24,female,LA
3617,35 to 44,female,NYC
3618,18 to 24,female,BOS
3619,35 to 44,female,SEA
3620,35 to 44,female,SEA
3621,25 to 34,male,PHL
3622,25 to 34,prefer not to answer,DC
3623,35 to 44,prefer not to answer,HOU
3624,45 to 54,female,None of above
3625,25 to 34,female,SF
3626,18 to 24,male,SF
3627,35 to 44,female,SEA
3628,25 to 34,female,None of above
3629,35 to 44,male,HOU
3630,25 to 34,female,SF
3631,35 to 44,female,DC
3632,18 to 24,prefer not to answer,NYC
3633,35 to 44,male,LA
3634,35 to 44,non-binary,NYC
3635,35 to 44,prefer not to answer,DC
3636,45 to 54,female,None of above
3637,45 to 54,male,SEA
3638,25 to 34,male,None of above
3639,18 to 24,female,LA
3640,35 to 44,female,LA
3641,25 to 34,male,SF
3642,25 to 34,prefer not to answer,PHL
3643,35 to 44,male,None of above
3644,35 to 44,female,SF
3645,25 to 34,female,LA
3646,35 to 44,female,None of above
3647,45 to 54,male,LA
3648,35 to 44,female,SEA
3649,25 to 34,female,PHL
3650,35 to 44,prefer not to answer,ATL
3651,25 to 34,prefer not to answer,SEA
3652,35 to 44,male,None of above
3653,25 to 34,female,LA
3654,35 to 44,female,SEA
3655,35 to 44,non-binary,LA
3656,25 to 34,female,LA
3657,35 to 44,female,DC
3658,35 to 44,male,DC
3659,35 to 44,male,LA
3660,25 to 34,female,PHL
3661,35 to 44,prefer not to answer,LA
3662,25 to 34,prefer not to answer,SF
3663,25 to 34,male,PHL
3664,25 to 34,female,CHI
3665,55+,prefer not to answer,ATL
3666,25 to 34,female,LA
3667,35 to 44,female,BOS
3668,18 to 24,prefer not to answer,SEA
3669,25 to 34,female,SF
3670,25 to 34,prefer not to answer,PHL
3671,35 to 44,female,LA
3672,25 to 34,female,SF
3673,25 to 34,male,SF
3674,55+,female,None of above
3675,25 to 34,female,SF
3676,25 to 34,female,CHI
3677,18 to 24,female,SF
3678,18 to 24,male,SEA
3679,18 to 24,male,PHL
3680,25 to 34,prefer not to answer,SF
3681,25 to 34,male,SF
3682,25 to 34,female,LA
